Unnamed: 0,guncelfiyat,odasayisi,brutm2,netm2,emlaktipi,binayasi,bulundugukat,binadakikatsayisi,isitmatipi,banyosayisi,manzara,otopark,interkom,depremyonetmeligineuygun,asansor,cocukoyunalani,giyinmeodasi,ebeveynbanyosu,Ilan_ID,yil,ay,gun,il,ilce,mahalle,salonsayisi
360,180000,2,110.0,100.0,0,7,15,7,14,2,889,0,0,0,0,0,0,0,466,2019,1,4,1,33,51,1
640,138000,3,128.0,120.0,0,4,33,7,8,1,889,0,0,0,0,0,0,0,701,2019,1,6,1,33,627,1
670,315000,5,280.0,230.0,0,14,15,7,8,3,889,0,0,0,0,0,1,1,705,2019,1,6,1,33,51,2
886,510000,3,220.0,170.0,0,2,14,7,5,2,889,0,0,0,0,0,0,0,939,2019,1,8,1,33,562,1
1170,575000,8,350.0,250.0,5,14,25,7,11,4,889,0,0,0,0,0,1,1,1292,2019,1,11,1,33,132,1
1484,125000,3,134.0,110.0,2,0,30,4,14,1,889,0,0,0,0,0,0,0,1555,2019,1,14,1,33,99,1
1591,180000,3,140.0,130.0,0,1,28,7,9,1,889,0,0,0,0,0,0,0,1511,2019,1,14,1,33,375,1
1611,255000,2,140.0,125.0,0,1,28,7,9,1,889,0,0,0,0,0,0,0,1712,2019,1,15,1,33,375,1
1622,350000,5,214.0,204.0,0,1,16,8,9,5,889,0,0,0,0,0,0,0,1683,2019,1,15,1,33,627,2
1625,260000,2,140.0,125.0,0,1,28,7,9,1,889,0,0,0,0,0,0,0,1687,2019,1,15,1,33,375,1
1636,260000,2,140.0,125.0,0,1,28,7,9,1,889,0,0,0,0,0,0,0,1691,2019,1,15,1,33,375,1
1702,290000,3,300.0,290.0,0,1,33,8,9,2,889,0,0,0,0,0,0,0,1603,2019,1,15,1,33,627,1
1706,325000,4,250.0,225.0,0,1,29,7,9,2,889,0,0,0,0,0,0,0,1607,2019,1,15,1,33,375,2
1735,290000,3,155.0,145.0,0,0,12,8,13,2,889,0,0,0,0,0,0,0,1677,2019,1,15,1,33,627,1
1753,255000,2,143.0,125.0,0,1,28,7,9,1,889,0,0,0,0,0,0,0,1656,2019,1,15,1,33,375,1
