Unnamed: 0,guncelfiyat,odasayisi,brutm2,netm2,emlaktipi,binayasi,bulundugukat,binadakikatsayisi,isitmatipi,banyosayisi,manzara,otopark,interkom,depremyonetmeligineuygun,asansor,cocukoyunalani,giyinmeodasi,ebeveynbanyosu,Ilan_ID,yil,ay,gun,il,ilce,mahalle,salonsayisi
80,790000,4,180.0,165.0,5,1,21,4,15,3,889,0,0,0,0,0,0,1,37,2019,1,2,1,30,564,1
188,800000,5,250.0,225.0,5,8,25,6,0,3,889,0,0,0,0,0,0,0,271,2019,1,3,1,30,527,1
227,1050000,4,240.0,220.0,5,14,30,6,10,3,889,0,0,0,0,0,0,0,310,2019,1,3,1,30,77,1
292,900000,3,155.0,130.0,5,2,30,1,8,1,889,0,0,0,0,0,0,0,157,2019,1,3,1,30,279,1
293,1050000,3,140.0,120.0,5,14,12,6,8,2,889,5,0,0,0,0,0,0,158,2019,1,3,1,30,630,1
297,780000,5,200.0,170.0,5,8,30,6,9,3,889,0,0,0,0,0,0,0,162,2019,1,3,1,30,527,1
339,550000,2,90.0,85.0,2,14,21,1,7,1,889,0,0,0,0,0,0,0,205,2019,1,3,1,30,478,1
402,1100000,3,140.0,135.0,5,1,30,4,8,1,889,1,0,1,0,0,0,0,515,2019,1,4,1,30,122,1
543,2400000,5,240.0,220.0,5,3,25,6,9,3,889,0,0,0,0,0,0,0,578,2019,1,5,1,30,147,1
583,800000,4,1800.0,1700.0,2,3,0,6,7,3,889,0,0,0,0,0,0,0,548,2019,1,5,1,30,500,1
590,950000,4,220.0,186.0,5,1,30,6,9,2,889,1,0,1,0,0,0,1,530,2019,1,5,1,30,564,1
604,1550000,4,280.0,275.0,5,3,30,7,15,2,889,1,0,1,0,0,0,1,565,2019,1,5,1,30,537,2
800,2695000,4,350.0,300.0,5,4,30,1,8,2,889,1,0,0,0,0,1,1,761,2019,1,7,1,30,646,1
817,1450000,4,160.0,120.0,5,3,30,4,8,3,889,0,0,0,0,0,0,0,730,2019,1,7,1,30,147,1
895,1250000,4,215.0,200.0,5,1,25,4,15,2,889,5,1,0,0,0,1,1,948,2019,1,8,1,30,326,1
927,420000,3,130.0,115.0,0,4,14,6,9,1,889,7,0,0,0,1,0,0,975,2019,1,8,1,30,564,1
958,1325000,4,180.0,150.0,5,8,0,6,8,2,889,1,0,0,0,0,0,1,876,2019,1,8,1,30,279,1
1031,850000,3,165.0,140.0,5,1,30,4,4,3,889,0,0,0,0,0,0,0,1009,2019,1,9,1,30,326,1
1099,1980000,7,400.0,385.0,5,3,30,6,8,4,889,1,0,0,0,0,1,0,1146,2019,1,10,1,30,537,2
1144,1980000,4,300.0,250.0,5,3,30,6,1,3,889,1,0,0,0,0,1,1,1087,2019,1,10,1,30,637,1
1145,5160000,4,597.0,200.0,5,3,0,4,8,2,889,6,0,0,0,0,0,1,1096,2019,1,10,1,30,279,2
1785,500000,4,175.0,150.0,0,1,12,4,7,2,889,1,0,1,0,1,0,0,1850,2019,1,16,1,30,465,1
1790,650000,4,175.0,150.0,0,1,1,4,7,2,889,1,0,1,0,1,0,1,1855,2019,1,16,1,30,465,1
1879,3200000,5,350.0,320.0,5,11,0,4,8,4,889,1,0,0,0,0,1,0,1775,2019,1,16,1,30,533,1
2005,1050000,4,200.0,170.0,5,1,0,6,9,3,889,1,1,1,0,1,0,1,1925,2019,1,17,1,30,564,1
2125,450000,3,130.0,120.0,0,2,21,4,0,1,889,0,0,0,0,0,0,0,2192,2019,1,18,1,30,510,1
2186,750000,4,190.0,170.0,5,1,0,6,9,3,889,0,0,0,0,0,0,0,2122,2019,1,18,1,30,646,1
2187,750000,4,190.0,170.0,5,1,0,6,9,3,889,0,0,0,0,0,0,0,2123,2019,1,18,1,30,646,1
2189,750000,4,190.0,170.0,5,1,0,6,9,3,889,0,0,0,0,0,0,0,2125,2019,1,18,1,30,646,1
2204,750000,4,190.0,170.0,5,1,0,6,9,3,889,0,0,0,0,0,0,0,2128,2019,1,18,1,30,646,1
2212,750000,3,300.0,170.0,2,3,30,6,8,2,889,0,0,0,0,0,0,0,2105,2019,1,18,1,30,564,1
2215,750000,4,190.0,170.0,5,1,0,6,9,3,889,0,0,0,0,0,0,0,2129,2019,1,18,1,30,646,1
2229,650000,4,180.0,160.0,5,1,0,6,7,2,889,5,0,0,0,0,0,0,2167,2019,1,18,1,30,279,1
2241,550000,2,160.0,130.0,5,1,30,4,7,2,889,1,0,0,0,0,0,1,2133,2019,1,18,1,30,646,1
2256,1100000,4,219.0,180.0,2,5,30,1,10,2,889,6,0,0,0,0,1,1,2141,2019,1,18,1,30,89,1
2261,2750000,5,250.0,245.0,7,3,30,0,8,3,889,0,0,0,0,0,0,0,2336,2019,1,19,1,30,527,1
2293,675000,3,170.0,165.0,5,4,30,6,9,3,889,0,0,0,0,0,0,0,2366,2019,1,19,1,30,564,1
2475,1350000,3,230.0,200.0,5,1,30,6,9,2,889,6,0,0,0,0,0,1,2573,2019,1,21,1,30,279,1
2569,1050000,3,300.0,200.0,2,1,25,4,10,2,889,0,0,0,0,0,0,1,2469,2019,1,21,1,30,637,1
2612,970000,3,120.0,100.0,5,14,0,4,8,2,889,0,1,0,0,0,0,0,2512,2019,1,21,1,30,147,1
2747,825000,4,195.0,145.0,5,1,30,6,15,2,889,5,0,0,0,0,0,1,2839,2019,1,23,1,30,533,1
2778,850000,3,160.0,150.0,5,1,30,6,9,3,889,0,0,1,0,0,0,1,2870,2019,1,23,1,30,582,1
2810,850000,3,160.0,150.0,5,1,0,6,9,3,889,0,0,1,0,1,0,1,2812,2019,1,23,1,30,564,1
2954,2625000,5,340.0,245.0,5,14,33,4,8,3,889,0,0,0,0,0,0,0,2953,2019,1,24,1,30,527,1
3206,470000,3,120.0,100.0,0,14,12,4,8,1,889,1,0,0,0,0,0,0,3254,2019,1,26,1,30,465,1
3564,1150000,4,220.0,180.0,5,1,25,6,5,2,889,0,0,0,0,0,0,0,3715,2019,1,29,1,30,582,1
3612,2000000,4,173.0,172.0,5,1,0,0,8,3,889,0,0,0,0,0,0,0,3524,2019,1,29,1,30,630,1
