Unnamed: 0,guncelfiyat,odasayisi,brutm2,netm2,emlaktipi,binayasi,bulundugukat,binadakikatsayisi,isitmatipi,banyosayisi,manzara,otopark,interkom,depremyonetmeligineuygun,asansor,cocukoyunalani,giyinmeodasi,ebeveynbanyosu,Ilan_ID,yil,ay,gun,il,ilce,mahalle,salonsayisi
218,185000,3,140.0,120.0,0,4,15,7,9,1,889,1,0,0,0,0,0,0,330,2019,1,3,1,28,269,1
362,185000,2,117.0,105.0,0,0,0,0,0,2,889,0,0,0,0,0,0,0,479,2019,1,4,1,28,206,1
782,250000,3,200.0,145.0,0,4,15,7,8,2,889,0,0,0,0,0,0,0,837,2019,1,7,1,28,132,1
1110,152500,2,136.0,135.0,2,9,30,1,8,1,889,0,0,0,0,0,0,0,1062,2019,1,10,1,28,621,1
1669,255000,2,100.0,98.0,0,1,28,7,9,2,889,1,1,0,1,0,0,1,1731,2019,1,15,1,28,132,1
2331,280000,2,120.0,101.0,2,2,30,1,14,1,889,1,0,0,0,0,0,0,2268,2019,1,19,1,28,605,1
2618,265000,2,115.0,100.0,0,1,12,6,9,2,889,1,1,0,1,0,0,1,2701,2019,1,22,1,28,132,1
3077,159000,2,85.0,75.0,0,4,33,7,16,2,889,0,0,0,0,0,0,0,3179,2019,1,25,1,28,132,1
3565,255000,3,135.0,120.0,0,14,12,6,8,1,889,0,0,0,0,0,0,0,3716,2019,1,29,1,28,20,1
4115,320000,3,150.0,135.0,0,8,15,8,15,2,889,1,0,0,1,0,0,1,4150,2019,2,1,1,28,206,1
4169,260000,2,100.0,90.0,0,1,12,7,9,2,889,1,0,0,1,0,0,1,4092,2019,2,1,1,28,206,1
4795,250000,3,140.0,100.0,2,7,24,1,14,1,889,0,0,0,0,0,0,0,4750,2019,2,7,1,28,80,1
4801,175000,4,100.0,97.0,2,10,26,4,14,1,889,0,0,0,0,0,0,0,4743,2019,2,7,1,28,80,2
4845,287000,3,140.0,130.0,0,13,12,8,9,2,889,0,1,0,1,1,0,1,4907,2019,2,8,1,28,269,1
4871,375000,3,160.0,155.0,0,13,14,8,9,2,889,0,1,0,1,0,0,1,4975,2019,2,8,1,28,20,1
4991,135000,3,100.0,90.0,0,4,1,7,9,1,889,0,0,0,1,1,0,0,5054,2019,2,9,1,28,132,1
5002,390000,5,300.0,200.0,2,8,30,4,16,2,889,0,0,0,0,0,0,1,5042,2019,2,9,1,28,132,1
5011,440000,4,170.0,160.0,0,8,28,7,9,2,889,0,0,0,0,0,0,0,5096,2019,2,9,1,28,269,1
5036,225000,2,100.0,95.0,0,11,32,7,9,1,889,0,0,0,0,1,0,0,5069,2019,2,9,1,28,619,1
