Unnamed: 0,guncelfiyat,odasayisi,brutm2,netm2,emlaktipi,binayasi,bulundugukat,binadakikatsayisi,isitmatipi,banyosayisi,manzara,otopark,interkom,depremyonetmeligineuygun,asansor,cocukoyunalani,giyinmeodasi,ebeveynbanyosu,Ilan_ID,yil,ay,gun,il,ilce,mahalle,salonsayisi
9,285000,1,67.0,42.0,2,0,0,0,0,1,889,0,0,0,0,0,0,0,2,2019,1,1,1,29,161,1
89,180000,3,140.0,135.0,0,11,28,11,13,1,889,1,1,1,1,1,0,0,28,2019,1,2,1,29,209,1
101,155000,2,85.0,80.0,0,0,0,0,0,1,889,0,0,0,0,0,0,0,15,2019,1,2,1,29,209,1
207,150000,2,110.0,95.0,0,14,17,10,14,1,889,0,0,0,1,1,0,0,346,2019,1,3,1,29,479,1
223,210000,2,115.0,100.0,0,1,14,6,9,1,889,0,1,1,1,1,0,0,306,2019,1,3,1,29,479,1
228,162000,3,140.0,135.0,0,14,12,6,14,1,889,0,1,0,0,0,0,0,311,2019,1,3,1,29,209,1
416,275000,3,120.0,110.0,0,4,15,12,9,2,889,5,0,0,1,0,0,1,520,2019,1,4,1,29,627,1
570,245000,3,145.0,130.0,0,3,14,9,9,1,889,1,0,0,1,0,0,0,608,2019,1,5,1,29,382,1
643,190000,2,106.0,95.0,0,5,14,7,9,1,889,6,1,1,1,0,0,0,702,2019,1,6,1,29,475,1
679,235000,2,494.0,120.0,2,7,21,1,14,1,889,0,0,0,0,0,0,0,639,2019,1,6,1,29,523,1
696,140000,3,135.0,120.0,0,4,12,9,14,1,889,5,0,0,1,1,0,0,621,2019,1,6,1,29,382,1
742,400000,5,300.0,290.0,0,1,16,8,9,2,889,1,0,0,1,0,0,0,826,2019,1,7,1,29,627,1
831,425000,3,220.0,200.0,5,1,30,4,9,2,889,0,0,0,0,0,0,0,738,2019,1,7,1,29,71,1
837,1370000,3,416.0,137.0,2,11,30,7,9,1,889,1,0,0,0,0,0,0,795,2019,1,7,1,29,209,1
909,500000,4,210.0,205.0,5,0,21,0,0,2,889,0,0,0,0,0,0,0,994,2019,1,8,1,29,627,1
951,205000,2,115.0,110.0,0,1,14,6,9,1,889,1,1,0,1,0,0,0,884,2019,1,8,1,29,71,1
1015,200000,2,115.0,100.0,0,2,12,6,0,1,889,0,1,0,0,0,0,0,1042,2019,1,9,1,29,627,1
1032,205000,3,135.0,125.0,0,5,14,6,9,1,889,0,0,0,0,0,0,0,1010,2019,1,9,1,29,209,1
1038,183000,2,105.0,90.0,0,11,12,6,9,2,889,1,1,0,0,0,0,0,1016,2019,1,9,1,29,209,1
1039,400000,3,150.0,135.0,0,1,12,7,9,2,889,6,1,0,1,0,1,1,1017,2019,1,9,1,29,479,1
1040,400000,3,150.0,135.0,0,1,12,7,9,2,889,6,1,0,1,0,1,1,1018,2019,1,9,1,29,479,1
1041,400000,2,125.0,119.0,0,1,12,7,8,2,889,6,1,0,1,0,1,1,1019,2019,1,9,1,29,479,1
1090,145000,2,90.0,80.0,0,1,32,6,9,1,889,0,0,0,0,0,0,0,1142,2019,1,10,1,29,209,1
