Unnamed: 0,guncelfiyat,odasayisi,brutm2,netm2,emlaktipi,binayasi,bulundugukat,binadakikatsayisi,isitmatipi,banyosayisi,manzara,otopark,interkom,depremyonetmeligineuygun,asansor,cocukoyunalani,giyinmeodasi,ebeveynbanyosu,Ilan_ID,yil,ay,gun,il,ilce,mahalle,salonsayisi
39,245000,3,155.0,140.0,0,4,18,12,9,1,889,6,0,0,1,0,0,0,78,2019,1,2,1,32,85,1
49,185000,2,100.0,80.0,0,1,12,6,12,1,889,0,0,0,0,0,0,0,135,2019,1,2,1,32,85,1
69,1300000,4,260.0,240.0,0,0,0,0,0,2,889,0,0,0,0,0,0,0,114,2019,1,2,1,32,63,1
70,395000,3,135.0,127.0,0,2,15,10,12,2,889,5,1,1,1,1,0,1,77,2019,1,2,1,32,627,1
72,295000,3,135.0,125.0,4,1,34,8,9,3,889,0,1,0,1,0,0,1,111,2019,1,2,1,32,531,1
82,290000,3,117.0,90.0,0,1,1,9,9,2,889,0,0,0,0,0,0,0,35,2019,1,2,1,32,60,1
102,395000,3,107.0,106.0,2,3,26,7,0,1,889,0,0,0,0,0,0,0,14,2019,1,2,1,32,332,1
128,900000,3,214.0,138.0,0,2,17,10,12,2,889,6,1,0,1,0,1,1,47,2019,1,2,1,32,63,1
178,350000,1,86.0,61.0,0,1,1,10,12,1,889,1,0,0,1,0,0,0,260,2019,1,3,1,32,531,1
325,480000,3,157.0,144.0,0,1,12,10,12,2,889,6,1,0,1,0,0,1,193,2019,1,3,1,32,332,1
341,595000,2,156.0,96.0,0,1,18,10,8,2,889,6,1,0,1,0,0,0,198,2019,1,3,1,32,63,1
348,355000,1,86.0,55.0,0,1,16,10,8,1,889,6,1,0,1,0,0,0,218,2019,1,3,1,32,63,1
354,185000,1,63.0,53.0,0,2,28,6,8,1,889,0,0,0,0,0,0,0,472,2019,1,4,1,32,531,1
375,325000,3,150.0,118.0,0,5,18,10,9,0,889,5,0,0,0,0,0,1,462,2019,1,4,1,32,627,1
459,585000,3,175.0,150.0,0,14,15,7,9,2,889,0,0,0,1,0,0,1,395,2019,1,4,1,32,63,1
484,305000,3,150.0,140.0,0,1,14,7,0,2,889,0,0,0,0,0,0,0,375,2019,1,4,1,32,648,1
574,250000,3,145.0,135.0,0,2,16,2,0,2,889,0,0,0,0,0,0,0,547,2019,1,5,1,32,198,1
594,280000,3,130.0,120.0,0,8,17,9,9,2,889,1,1,0,1,0,0,1,536,2019,1,5,1,32,60,1
659,210000,1,55.0,45.0,0,1,18,10,11,1,889,1,1,0,1,1,0,0,716,2019,1,6,1,32,85,1
660,380000,3,125.0,120.0,0,0,0,0,0,2,889,0,0,0,0,0,0,0,715,2019,1,6,1,32,85,1
920,159000,2,75.0,60.0,0,4,12,9,8,1,889,1,0,0,1,0,0,0,982,2019,1,8,1,32,198,1
