Unnamed: 0,guncelfiyat,odasayisi,brutm2,netm2,emlaktipi,binayasi,bulundugukat,binadakikatsayisi,isitmatipi,banyosayisi,manzara,otopark,interkom,depremyonetmeligineuygun,asansor,cocukoyunalani,giyinmeodasi,ebeveynbanyosu,Ilan_ID,yil,ay,gun,il,ilce,mahalle,salonsayisi
1,547500,2,65.0,55.0,0,1,1,10,9,1,889,0,1,0,1,0,0,0,11,2019,1,1,0,15,183,1
11,1850000,3,271.0,201.0,0,1,18,10,9,3,889,6,1,0,1,0,0,1,99,2019,1,2,0,15,119,2
44,360000,2,90.0,73.0,0,7,24,10,11,1,889,0,0,0,0,0,0,0,140,2019,1,2,0,15,366,1
78,480000,3,110.0,90.0,0,12,32,7,11,1,889,7,0,0,0,0,0,0,39,2019,1,2,0,15,183,1
79,550000,3,95.0,83.0,0,1,12,2,12,1,339,0,0,0,0,0,0,0,38,2019,1,2,0,15,316,1
81,795000,2,90.0,80.0,0,1,14,3,9,1,900,6,1,1,1,0,0,0,36,2019,1,2,0,15,459,1
84,690000,3,165.0,150.0,0,7,14,10,12,2,889,0,0,0,1,0,0,0,33,2019,1,2,0,15,237,1
90,975000,3,120.0,90.0,0,2,14,12,9,1,763,6,1,0,1,0,1,0,27,2019,1,2,0,15,459,1
107,1550000,4,180.0,165.0,0,1,14,3,8,2,890,6,1,0,1,0,0,1,42,2019,1,2,0,15,459,1
109,550000,2,110.0,90.0,0,7,12,7,9,1,889,0,0,0,0,0,0,0,44,2019,1,2,0,15,120,1
119,1050000,4,230.0,180.0,0,2,3,3,8,3,890,6,1,0,1,0,0,1,64,2019,1,2,0,15,433,2
132,455000,3,105.0,80.0,0,9,1,7,11,2,900,0,0,0,0,0,0,0,51,2019,1,2,0,15,106,1
142,2800,3,145.0,110.0,0,11,15,10,11,1,889,0,0,0,0,0,0,0,283,2019,1,3,0,15,106,1
166,550000,2,100.0,85.0,0,7,14,6,9,1,890,5,0,0,0,0,0,0,273,2019,1,3,0,15,106,1
168,6000000,4,250.0,210.0,0,7,18,11,12,2,716,5,0,0,1,0,0,1,300,2019,1,3,0,15,207,1
171,675000,3,130.0,100.0,0,2,16,3,9,2,890,5,0,1,0,0,0,1,253,2019,1,3,0,15,106,1
202,1600000,3,165.0,138.0,0,1,20,3,9,2,659,0,1,0,1,0,0,0,341,2019,1,3,0,15,207,1
219,2650000,4,200.0,155.0,0,6,9,3,8,2,721,1,1,0,1,0,0,1,329,2019,1,3,0,15,208,1
244,2750000,4,225.0,172.0,4,14,15,3,12,3,889,1,1,0,1,0,1,1,327,2019,1,3,0,15,106,1
