Unnamed: 0,guncelfiyat,odasayisi,brutm2,netm2,emlaktipi,binayasi,bulundugukat,binadakikatsayisi,isitmatipi,banyosayisi,manzara,otopark,interkom,depremyonetmeligineuygun,asansor,cocukoyunalani,giyinmeodasi,ebeveynbanyosu,Ilan_ID,yil,ay,gun,il,ilce,mahalle,salonsayisi
98,159000,1,46.0,34.0,0,5,16,11,12,1,889,0,1,0,0,0,0,0,19,2019,1,2,0,25,543,0
108,263000,2,92.0,70.0,0,5,16,11,12,1,889,0,0,0,0,0,0,0,18,2019,1,2,0,25,543,1
157,175000,2,90.0,80.0,0,1,14,10,9,1,890,1,0,0,1,0,0,0,294,2019,1,3,0,25,240,1
160,485000,2,154.0,104.0,0,0,18,12,11,1,593,0,1,1,1,0,0,0,297,2019,1,3,0,25,240,1
176,640000,3,185.0,135.0,0,1,16,12,11,3,595,6,1,1,1,0,0,1,258,2019,1,3,0,25,240,1
248,470000,4,155.0,140.0,0,1,15,8,9,2,889,1,0,0,1,0,0,0,246,2019,1,3,0,25,297,1
269,1260000,8,450.0,380.0,5,14,0,6,9,3,890,1,0,0,0,0,0,0,188,2019,1,3,0,25,579,2
332,208000,1,72.0,60.0,0,5,14,11,12,1,890,6,0,0,1,0,0,0,197,2019,1,3,0,25,579,1
346,550000,3,134.0,127.0,0,1,15,11,9,2,816,2,0,1,1,1,1,0,215,2019,1,3,0,25,543,1
395,290000,3,125.0,115.0,0,4,15,12,9,1,889,0,0,0,0,0,0,0,485,2019,1,4,0,25,543,1
405,600000,3,180.0,135.0,0,1,17,2,12,2,889,0,1,1,1,1,0,1,518,2019,1,4,0,25,240,1
527,175000,2,85.0,75.0,0,1,24,11,9,1,889,0,0,0,0,0,0,0,588,2019,1,5,0,25,240,1
530,145000,1,69.0,55.0,0,14,3,3,9,1,889,0,0,0,0,0,0,0,594,2019,1,5,0,25,24,1
535,175000,2,75.0,60.0,0,1,17,11,9,1,889,0,0,0,0,0,0,0,586,2019,1,5,0,25,294,1
541,265000,3,135.0,115.0,0,3,20,12,9,1,890,1,0,0,1,1,0,0,580,2019,1,5,0,25,543,1
572,283500,2,88.0,75.0,0,11,16,12,8,1,889,6,1,0,1,0,0,0,557,2019,1,5,0,25,543,1
595,407000,2,120.0,100.0,0,8,20,2,12,1,721,1,1,0,1,0,1,1,549,2019,1,5,0,25,504,1
600,215000,2,100.0,90.0,0,2,12,8,9,1,889,1,1,0,1,1,0,0,570,2019,1,5,0,25,192,1
606,664000,3,145.0,110.0,0,1,21,8,9,2,890,6,1,0,1,0,1,1,563,2019,1,5,0,25,579,1
609,650000,3,160.0,145.0,0,3,1,12,12,2,728,6,1,0,1,0,0,1,561,2019,1,5,0,25,261,1
610,629000,3,145.0,112.0,0,1,1,8,9,2,890,6,1,0,1,0,1,1,560,2019,1,5,0,25,579,1
612,520000,2,110.0,90.0,0,1,21,8,9,2,890,6,1,0,1,0,1,1,558,2019,1,5,0,25,579,1
613,155000,1,45.0,35.0,0,2,15,12,12,1,890,6,1,0,1,0,0,0,556,2019,1,5,0,25,543,0
614,160000,1,60.0,55.0,0,11,33,9,9,1,889,0,0,0,0,0,0,0,555,2019,1,5,0,25,642,1
622,200000,2,90.0,80.0,0,6,15,7,9,1,890,0,0,0,0,0,0,0,695,2019,1,6,0,25,297,1
623,735000,5,280.0,220.0,0,4,15,8,9,2,767,1,0,0,1,0,0,0,697,2019,1,6,0,25,92,2
625,410000,3,170.0,145.0,0,13,16,8,9,2,736,1,0,1,1,0,0,0,698,2019,1,6,0,25,504,2
628,310000,3,125.0,105.0,0,4,16,8,9,1,767,1,0,0,0,0,0,0,696,2019,1,6,0,25,168,1
