Unnamed: 0,guncelfiyat,odasayisi,brutm2,netm2,emlaktipi,binayasi,bulundugukat,binadakikatsayisi,isitmatipi,banyosayisi,manzara,otopark,interkom,depremyonetmeligineuygun,asansor,cocukoyunalani,giyinmeodasi,ebeveynbanyosu,Ilan_ID,yil,ay,gun,il,ilce,mahalle,salonsayisi
130,350000,2,135.0,125.0,2,1,24,1,8,1,889,0,0,0,0,0,0,0,45,2019,1,2,1,26,473,1
177,695000,3,130.0,120.0,5,4,30,4,16,1,889,0,0,0,0,0,0,0,259,2019,1,3,1,26,270,1
322,385000,3,165.0,160.0,0,14,12,6,9,1,889,0,0,0,0,0,0,0,243,2019,1,3,1,26,125,1
418,189000,2,95.0,85.0,0,2,14,7,8,1,889,1,0,0,1,0,0,0,508,2019,1,4,1,26,603,1
499,245000,1,60.0,50.0,0,1,30,6,8,1,889,0,0,0,0,0,0,0,436,2019,1,4,1,26,60,1
569,665000,3,160.0,145.0,5,1,30,1,15,3,889,7,1,0,0,0,1,0,599,2019,1,5,1,26,125,1
593,600000,3,353.0,135.0,5,13,1,1,0,1,889,1,0,0,0,1,1,0,573,2019,1,5,1,26,492,1
621,215000,1,65.0,55.0,0,1,1,7,9,1,889,0,0,0,0,0,0,0,694,2019,1,6,1,26,125,1
651,150000,1,60.0,55.0,0,1,1,7,9,1,889,6,1,0,1,0,0,0,724,2019,1,6,1,26,603,1
656,275000,3,110.0,87.0,0,11,33,7,8,1,889,5,0,0,1,0,0,0,719,2019,1,6,1,26,125,1
657,270000,3,115.0,93.0,0,11,14,7,8,1,889,0,0,0,1,0,0,0,718,2019,1,6,1,26,125,1
658,650000,5,180.0,170.0,5,14,30,7,8,3,889,5,0,0,0,0,0,0,717,2019,1,6,1,26,173,1
785,440000,3,135.0,134.0,7,1,30,6,8,2,889,0,0,0,0,0,0,0,840,2019,1,7,1,26,98,1
829,1250000,7,245.0,240.0,2,4,30,6,8,3,889,0,0,0,0,0,0,0,743,2019,1,7,1,26,98,3
830,350000,2,70.0,65.0,0,1,14,6,0,1,889,0,0,0,0,0,0,0,744,2019,1,7,1,26,466,1
844,1250000,7,240.0,239.0,2,4,30,6,8,3,889,0,0,0,0,0,0,0,787,2019,1,7,1,26,370,3
931,1250000,4,250.0,150.0,7,4,25,6,10,2,889,5,0,0,0,0,0,0,971,2019,1,8,1,26,98,1
949,655000,3,150.0,140.0,7,6,25,4,8,2,889,0,0,0,0,0,0,0,885,2019,1,8,1,26,414,1
965,615000,4,175.0,150.0,5,3,25,6,8,3,889,0,0,0,0,0,0,0,869,2019,1,8,1,26,370,1
986,145000,1,55.0,45.0,0,2,21,7,11,1,889,0,1,0,1,0,0,0,916,2019,1,8,1,26,603,1
994,230000,3,120.0,110.0,0,11,21,7,8,1,889,0,0,0,0,0,0,0,911,2019,1,8,1,26,482,1
995,145000,1,55.0,45.0,0,2,21,7,11,1,889,0,1,0,1,0,0,0,912,2019,1,8,1,26,603,1
996,145000,1,55.0,45.0,0,2,21,7,11,1,889,0,1,0,1,0,0,0,913,2019,1,8,1,26,603,1
997,140000,1,55.0,45.0,0,2,21,7,11,1,889,0,1,0,1,0,0,0,914,2019,1,8,1,26,603,1
998,145000,1,55.0,45.0,0,2,21,7,11,1,889,0,1,0,1,0,0,0,915,2019,1,8,1,26,603,1
1002,545000,6,300.0,150.0,7,4,30,6,8,2,889,1,0,0,0,0,0,0,1027,2019,1,9,1,26,60,1
1051,425000,3,165.0,155.0,0,0,0,0,0,2,889,0,0,0,0,0,0,0,1126,2019,1,10,1,26,125,1
1061,360000,3,155.0,110.0,0,1,15,7,9,2,889,1,1,0,1,0,0,1,1111,2019,1,10,1,26,125,1
1138,365000,2,120.0,115.0,2,6,30,1,16,1,889,7,0,0,0,0,0,0,1093,2019,1,10,1,26,482,1
1161,225000,2,115.0,95.0,0,14,26,7,8,1,889,0,0,0,1,0,0,0,1282,2019,1,11,1,26,125,1
1162,235000,3,225.0,45.0,5,0,0,4,0,2,889,0,0,0,0,0,0,0,1283,2019,1,11,1,26,60,1
