Unnamed: 0,guncelfiyat,odasayisi,brutm2,netm2,emlaktipi,binayasi,bulundugukat,binadakikatsayisi,isitmatipi,banyosayisi,manzara,otopark,interkom,depremyonetmeligineuygun,asansor,cocukoyunalani,giyinmeodasi,ebeveynbanyosu,Ilan_ID,yil,ay,gun,il,ilce,mahalle,salonsayisi
6,695000,2,123.0,101.0,0,1,1,4,7,1,889,5,1,1,0,1,0,0,5,2019,1,1,1,14,390,1
294,1600000,5,270.0,260.0,5,1,30,4,15,4,889,7,1,1,0,0,1,1,159,2019,1,3,1,14,277,1
403,325000,2,90.0,85.0,0,1,33,6,8,1,889,0,0,0,1,0,0,0,516,2019,1,4,1,14,528,1
410,230000,1,55.0,50.0,0,1,1,7,8,1,889,0,1,0,0,0,0,0,523,2019,1,4,1,14,60,1
413,550000,3,138.0,125.0,0,1,1,7,9,2,889,6,1,0,1,0,0,1,526,2019,1,4,1,14,60,1
434,630000,5,210.0,190.0,0,1,12,6,16,3,889,0,0,0,0,0,0,0,502,2019,1,4,1,14,528,1
442,585000,4,190.0,175.0,0,1,12,6,16,3,889,0,0,0,0,0,0,0,378,2019,1,4,1,14,528,1
654,1300000,3,165.0,140.0,0,14,32,7,8,2,889,1,1,0,1,0,0,1,721,2019,1,6,1,14,515,1
693,1500000,5,420.0,380.0,5,1,25,6,9,3,889,0,0,0,0,0,0,0,624,2019,1,6,1,14,353,2
953,795000,3,140.0,130.0,0,9,15,7,7,2,889,0,0,0,0,0,0,0,881,2019,1,8,1,14,456,1
992,385000,3,492.0,85.0,2,0,30,1,8,1,889,0,0,0,0,0,0,0,908,2019,1,8,1,14,578,1
999,460000,3,150.0,125.0,0,8,33,7,9,2,889,0,0,0,0,0,0,1,909,2019,1,8,1,14,528,1
1149,400000,2,118.0,95.0,0,11,14,6,8,1,889,6,0,0,0,0,0,0,1074,2019,1,10,1,14,528,1
1178,300000,2,140.0,90.0,0,1,21,7,8,1,889,0,0,0,0,0,0,0,1300,2019,1,11,1,14,528,1
1211,520000,3,200.0,180.0,0,0,0,0,0,2,889,0,0,0,0,0,0,0,1334,2019,1,11,1,14,528,1
1427,2250000,4,340.0,240.0,5,13,32,7,12,3,889,1,1,1,0,0,1,1,1460,2019,1,13,1,14,594,1
1523,1650000,4,220.0,200.0,0,1,14,7,9,2,889,0,0,0,0,0,0,0,1582,2019,1,14,1,14,353,1
1599,720000,3,135.0,115.0,0,3,14,6,8,1,889,5,0,0,0,0,0,0,1519,2019,1,14,1,14,515,1
1652,1200000,3,175.0,160.0,0,3,12,4,9,2,889,0,0,0,0,0,0,0,1754,2019,1,15,1,14,515,1
1655,850000,3,175.0,160.0,0,3,12,4,9,2,889,0,0,0,0,0,0,0,1757,2019,1,15,1,14,515,1
1674,875000,3,300.0,200.0,5,14,0,6,7,1,889,1,0,1,0,0,0,0,1736,2019,1,15,1,14,277,1
1843,375000,2,85.0,80.0,0,6,15,7,8,1,889,0,0,0,0,0,0,0,1781,2019,1,16,1,14,515,1
2031,440000,2,108.0,47.0,0,1,21,6,15,1,889,1,0,1,1,1,0,0,1927,2019,1,17,1,14,528,1
2113,1200000,3,155.0,130.0,0,5,12,4,8,2,889,0,1,0,1,0,0,0,2180,2019,1,18,1,14,353,1
2576,810000,3,106.0,90.0,0,1,12,4,8,1,889,1,1,0,1,0,0,0,2517,2019,1,21,1,14,353,1
2580,1250000,3,147.0,130.0,0,1,12,4,8,2,889,0,1,0,1,0,0,1,2521,2019,1,21,1,14,353,1
2584,1400000,4,203.0,170.0,5,1,0,4,8,3,889,1,1,0,1,0,1,1,2524,2019,1,21,1,14,353,1
2585,1400000,4,203.0,170.0,5,1,0,4,8,3,889,1,1,0,1,0,1,1,2526,2019,1,21,1,14,353,1
2588,1200000,3,155.0,130.0,0,5,12,4,8,2,889,0,1,0,1,0,0,0,2530,2019,1,21,1,14,353,1
2589,1200000,3,155.0,130.0,0,5,12,4,8,2,889,0,1,0,1,0,0,0,2531,2019,1,21,1,14,353,1
2625,1250000,3,170.0,160.0,0,11,14,6,5,2,889,1,0,0,1,0,0,1,2702,2019,1,22,1,14,353,1
2678,1750000,5,300.0,280.0,5,14,30,6,9,3,889,0,0,0,0,0,0,0,2642,2019,1,22,1,14,277,1
2976,1150000,4,260.0,230.0,5,1,0,4,1,3,889,1,1,0,0,0,0,1,2885,2019,1,24,1,14,456,1
2985,1750000,4,260.0,259.0,5,14,30,6,2,2,889,0,0,1,0,0,0,1,2895,2019,1,24,1,14,515,2
3052,1850000,5,360.0,330.0,0,1,15,8,15,3,889,1,1,1,1,1,1,1,3123,2019,1,25,1,14,515,2
3261,700000,3,280.0,250.0,5,11,30,6,15,3,889,1,0,0,0,0,0,1,3200,2019,1,26,1,14,336,2
3451,1450000,3,240.0,200.0,5,14,30,4,15,3,889,0,0,0,0,0,0,0,3375,2019,1,28,1,14,594,1
3489,2100000,5,297.0,243.0,5,1,30,6,15,3,889,1,0,0,0,0,0,0,3406,2019,1,28,1,14,390,2
3528,900000,3,170.0,160.0,0,1,0,0,7,2,889,0,0,0,0,0,0,0,3618,2019,1,29,1,14,353,1
3639,725000,3,175.0,155.0,0,8,15,7,8,2,889,1,1,0,1,0,1,1,3492,2019,1,29,1,14,528,1
3642,1500000,5,200.0,195.0,5,3,30,6,9,3,889,0,0,0,0,0,0,0,3495,2019,1,29,1,14,277,1
3659,1900000,4,270.0,260.0,0,1,0,0,7,4,889,0,0,0,0,0,0,1,3512,2019,1,29,1,14,353,2
3695,850000,4,270.0,200.0,5,14,30,7,6,3,889,0,0,0,0,0,0,0,3594,2019,1,29,1,14,277,2
3821,1850000,4,280.0,250.0,5,1,0,4,7,3,889,1,0,1,0,0,1,0,3903,2019,1,30,1,14,353,1
3987,1000000,4,300.0,155.0,5,1,30,0,16,3,889,0,0,0,0,0,0,1,4042,2019,1,31,1,14,456,2
4094,1350000,7,350.0,345.0,5,3,30,0,4,3,889,0,0,0,0,0,0,0,4171,2019,2,1,1,14,510,1
4096,1350000,3,200.0,195.0,5,1,30,6,11,3,889,0,0,0,0,0,0,0,4169,2019,2,1,1,14,277,1
4108,395000,2,80.0,75.0,0,1,12,7,11,2,889,0,0,0,0,0,0,0,4157,2019,2,1,1,14,528,1
4161,575000,4,200.0,175.0,5,4,30,6,5,3,889,0,0,0,0,0,0,0,4104,2019,2,1,1,14,60,1
4306,785000,2,82.0,70.0,0,1,21,6,8,2,889,1,0,0,0,0,1,1,4359,2019,2,3,1,14,277,1
4308,1060000,3,110.0,100.0,5,1,30,6,8,3,889,6,1,0,1,0,0,1,4357,2019,2,3,1,14,277,1
4374,350000,1,60.0,55.0,0,1,12,6,8,1,889,0,0,0,0,0,0,0,4289,2019,2,3,1,14,528,1
4618,670000,3,180.0,170.0,5,3,25,4,8,1,889,5,0,1,0,1,0,0,4548,2019,2,5,1,14,456,1
4710,1390000,4,180.0,170.0,0,1,1,7,8,2,889,6,1,0,1,0,0,1,4770,2019,2,7,1,14,528,1
4785,1375000,4,350.0,300.0,2,14,0,7,1,3,889,1,1,0,0,0,1,0,4756,2019,2,7,1,14,60,2
4846,2000000,4,290.0,280.0,5,1,0,6,15,4,889,1,1,0,0,0,1,1,4908,2019,2,8,1,14,594,2
5074,715000,3,170.0,140.0,5,6,25,4,7,1,889,0,0,0,0,0,0,0,5032,2019,2,9,1,14,390,1
5458,535000,3,85.0,75.0,0,1,29,8,6,1,889,0,0,0,0,0,0,0,5398,2019,2,11,1,14,528,1
5498,5250000,6,500.0,450.0,5,3,30,6,10,4,889,0,0,0,0,0,0,0,5596,2019,2,12,1,14,510,2
5523,1400000,4,330.0,290.0,5,5,25,6,9,3,889,5,1,0,0,0,0,1,5582,2019,2,12,1,14,390,1
5525,2500000,5,450.0,300.0,5,13,25,7,15,3,889,5,1,0,0,0,1,1,5584,2019,2,12,1,14,277,1
5529,2250000,4,250.0,200.0,5,1,25,6,15,3,889,5,1,0,0,0,1,1,5588,2019,2,12,1,14,594,1
5530,2150000,5,310.0,240.0,5,1,25,6,15,5,889,5,1,0,0,0,1,1,5589,2019,2,12,1,14,277,1
5534,2300000,4,360.0,260.0,5,11,25,6,12,3,889,0,1,0,0,0,1,1,5594,2019,2,12,1,14,515,1
5563,535000,2,100.0,90.0,0,6,12,6,8,1,889,1,0,0,0,0,0,0,5468,2019,2,12,1,14,353,1
5629,895000,5,380.0,379.0,5,11,30,7,16,4,889,5,0,1,0,0,0,1,5665,2019,2,13,1,14,277,2
5716,1295000,4,200.0,160.0,5,1,0,6,15,2,889,0,0,0,0,0,0,0,5803,2019,2,14,1,14,456,1
5739,1690000,4,270.0,250.0,5,1,0,6,1,4,889,0,0,0,0,0,0,0,5807,2019,2,14,1,14,277,2
5743,1095000,5,230.0,210.0,5,3,0,6,7,3,889,0,0,0,0,0,0,0,5810,2019,2,14,1,14,515,1
5771,1145000,3,220.0,200.0,5,3,0,4,1,2,889,1,0,0,0,0,1,1,5812,2019,2,14,1,14,277,1
5773,950000,5,270.0,210.0,5,3,0,6,9,3,889,0,0,0,0,0,1,1,5809,2019,2,14,1,14,515,1
5808,1195000,4,200.0,160.0,5,1,0,6,15,2,889,0,0,0,0,0,0,0,5714,2019,2,14,1,14,456,1
5881,2450000,4,360.0,260.0,5,11,30,6,12,3,889,0,0,0,0,0,0,0,5928,2019,2,15,1,14,515,1
5961,920000,5,210.0,190.0,5,1,30,6,5,2,889,0,0,0,0,0,0,0,6011,2019,2,16,1,14,528,1
6112,750000,3,230.0,220.0,0,1,34,4,15,2,889,0,0,0,0,0,0,0,6233,2019,2,18,1,14,528,1
6133,1600000,4,350.0,280.0,5,8,30,6,7,4,889,0,0,0,0,0,0,0,6205,2019,2,18,1,14,277,2
6249,360000,2,80.0,70.0,0,1,12,7,16,1,889,1,1,1,1,0,0,0,6180,2019,2,18,1,14,528,1
6403,1100000,5,240.0,230.0,5,3,30,6,6,2,889,0,0,0,0,0,0,0,6345,2019,2,19,1,14,277,1
6600,2550000,5,430.0,380.0,5,1,30,7,8,3,889,1,1,0,0,0,1,1,6694,2019,2,21,1,14,277,2
7176,1550000,3,200.0,180.0,0,8,14,8,11,3,889,0,1,1,1,0,1,1,7051,2019,2,25,1,14,515,1
7632,1150000,4,280.0,210.0,5,14,24,6,9,2,889,0,0,0,0,0,0,0,7509,2019,2,28,1,14,277,1
8012,1800000,4,400.0,200.0,5,1,30,4,15,3,889,0,0,0,0,0,0,0,8137,2019,3,4,1,14,390,1
8146,547500,3,150.0,130.0,0,11,12,6,6,2,889,1,1,1,1,1,0,1,8256,2019,3,5,1,14,528,1
8433,710000,3,191.0,167.0,0,5,15,7,8,2,889,6,0,0,1,0,1,1,8431,2019,3,7,1,14,528,1
8438,715000,3,120.0,110.0,0,14,32,7,10,2,889,1,0,1,0,0,0,1,8379,2019,3,7,1,14,456,1
8467,450000,3,130.0,100.0,0,3,21,6,16,1,889,0,0,0,0,0,0,0,8368,2019,3,7,1,14,353,1
8474,700000,2,100.0,75.0,0,1,1,4,5,1,889,1,1,1,1,1,0,0,8416,2019,3,7,1,14,456,1
8485,2500000,5,440.0,420.0,5,5,0,4,8,4,889,1,0,0,0,0,1,1,8428,2019,3,7,1,14,277,2
8815,1440000,3,140.0,115.0,0,8,12,4,8,1,889,1,1,0,0,0,0,0,8753,2019,3,9,1,14,353,1
8977,875000,5,220.0,180.0,2,4,30,6,5,2,889,0,0,0,0,0,0,0,8881,2019,3,10,1,14,60,2
9010,990000,4,240.0,200.0,5,14,30,6,9,3,889,1,0,1,0,0,0,1,8899,2019,3,10,1,14,277,1
9136,530000,3,140.0,130.0,0,2,1,7,9,2,889,1,1,0,1,0,0,1,9076,2019,3,12,1,14,528,1
9388,270000,1,75.0,70.0,0,1,21,7,8,1,889,0,1,0,1,0,0,0,9460,2019,3,14,1,14,528,1
9451,1220000,3,200.0,175.0,5,1,30,6,15,3,889,1,0,0,0,0,0,0,9399,2019,3,14,1,14,528,1
9486,700000,2,120.0,101.0,0,1,30,4,7,2,889,0,1,0,0,0,0,1,9426,2019,3,14,1,14,528,1
9504,720000,2,130.0,125.0,0,1,21,7,7,2,889,5,1,1,1,0,0,1,9416,2019,3,14,1,14,528,1
