Unnamed: 0,guncelfiyat,odasayisi,brutm2,netm2,emlaktipi,binayasi,bulundugukat,binadakikatsayisi,isitmatipi,banyosayisi,manzara,otopark,interkom,depremyonetmeligineuygun,asansor,cocukoyunalani,giyinmeodasi,ebeveynbanyosu,Ilan_ID,yil,ay,gun,il,ilce,mahalle,salonsayisi
91,780000,3,138.0,125.0,0,1,12,8,3,2,889,0,0,0,0,0,0,0,26,2019,1,2,1,1,595,1
105,450000,3,135.0,125.0,0,11,32,7,3,1,889,0,0,0,0,0,0,0,75,2019,1,2,1,1,471,1
370,990000,3,180.0,160.0,0,13,1,6,15,2,889,0,1,1,1,0,1,1,465,2019,1,4,1,1,313,1
417,325000,2,90.0,80.0,0,11,32,0,3,2,889,0,0,0,0,0,0,0,486,2019,1,4,1,1,471,1
449,470000,2,95.0,85.0,0,1,12,7,3,1,889,0,0,1,1,0,0,0,385,2019,1,4,1,1,399,1
491,475000,3,180.0,170.0,0,4,12,0,3,2,889,0,0,0,0,0,0,0,427,2019,1,4,1,1,399,1
538,575000,3,140.0,130.0,0,14,1,6,3,1,889,0,0,0,0,0,0,0,583,2019,1,5,1,1,200,1
579,350000,2,85.0,80.0,0,1,14,6,3,1,889,0,0,0,0,0,0,0,542,2019,1,5,1,1,471,1
677,850000,3,250.0,220.0,5,1,30,6,9,2,889,0,1,0,0,0,0,1,641,2019,1,6,1,1,595,1
779,275000,1,60.0,55.0,0,1,28,6,0,1,889,0,1,0,0,0,0,0,835,2019,1,7,1,1,200,1
868,460000,3,125.0,118.0,0,14,15,7,3,1,889,0,0,0,0,0,0,0,954,2019,1,8,1,1,209,1
905,195000,2,95.0,90.0,0,1,26,7,3,1,889,0,0,0,0,0,0,0,998,2019,1,8,1,1,471,1
1074,410000,3,125.0,117.0,0,6,12,9,3,1,889,0,0,0,0,0,0,0,1158,2019,1,10,1,1,471,1
1105,1450000,3,185.0,165.0,0,4,15,10,3,3,889,0,0,0,0,0,0,0,1067,2019,1,10,1,1,209,1
1108,375000,3,125.0,115.0,0,7,14,7,3,1,889,0,0,0,0,0,0,0,1064,2019,1,10,1,1,209,1
1109,415000,3,125.0,115.0,0,7,14,7,3,1,889,0,0,0,0,0,0,0,1063,2019,1,10,1,1,209,1
1111,350000,3,117.0,105.0,0,6,12,7,3,1,889,0,0,0,0,0,0,0,1061,2019,1,10,1,1,209,1
1157,390000,2,90.0,75.0,0,5,1,7,9,1,889,1,1,0,1,0,0,0,1080,2019,1,10,1,1,200,1
1208,360000,2,105.0,95.0,0,6,14,8,9,1,889,5,1,0,0,1,0,0,1331,2019,1,11,1,1,200,1
1217,250000,2,90.0,80.0,0,7,32,7,3,1,889,0,0,0,0,0,0,0,1339,2019,1,11,1,1,209,1
1769,450000,2,90.0,85.0,0,1,14,6,9,1,889,0,1,0,0,0,0,0,1876,2019,1,16,1,1,200,1
1798,200000,1,48.0,40.0,0,3,33,8,8,1,889,0,0,0,0,0,0,0,1884,2019,1,16,1,1,209,1
1823,200000,1,48.0,40.0,0,3,33,8,8,1,889,0,0,0,0,0,0,0,1888,2019,1,16,1,1,209,1
1827,350000,2,110.0,100.0,0,7,16,8,16,1,889,0,0,0,0,0,0,0,1892,2019,1,16,1,1,200,1
2002,350000,2,85.0,75.0,0,1,1,6,9,1,889,0,1,1,0,0,0,0,2067,2019,1,17,1,1,200,1
2043,230000,2,100.0,90.0,0,9,21,7,8,1,889,0,0,0,0,0,0,0,1939,2019,1,17,1,1,595,1
2056,420000,3,130.0,118.0,0,6,14,7,3,1,889,0,0,0,0,0,0,0,1996,2019,1,17,1,1,209,1
2057,315000,3,125.0,110.0,0,7,14,7,3,1,889,0,0,0,0,0,0,0,1997,2019,1,17,1,1,209,1
2327,310000,3,146.0,120.0,0,6,17,9,9,1,889,0,0,0,0,0,0,0,2272,2019,1,19,1,1,200,1
2329,330000,3,120.0,115.0,0,6,17,9,9,1,889,0,0,0,0,0,0,0,2270,2019,1,19,1,1,200,1
2461,870000,3,170.0,160.0,0,4,12,10,3,1,889,0,0,0,0,0,0,0,2563,2019,1,21,1,1,313,1
2501,660000,3,157.0,155.0,0,3,14,9,3,1,889,0,1,1,0,0,0,0,2605,2019,1,21,1,1,595,1
2583,265000,1,80.0,77.0,0,12,12,7,8,1,889,0,0,0,0,0,0,0,2516,2019,1,21,1,1,399,1
2615,990000,3,160.0,140.0,0,13,12,7,3,2,889,0,0,0,0,0,0,0,2698,2019,1,22,1,1,313,1
2669,325000,3,125.0,115.0,0,0,12,8,5,1,889,7,1,0,0,0,0,0,2716,2019,1,22,1,1,200,1
2687,510000,3,140.0,130.0,0,4,16,11,3,1,889,0,0,0,0,0,0,0,2633,2019,1,22,1,1,595,1
2837,245000,2,110.0,90.0,0,14,33,8,9,1,889,0,0,0,0,0,0,0,2756,2019,1,23,1,1,200,1
2991,380000,2,105.0,85.0,0,1,12,6,9,1,889,5,1,1,1,0,0,0,2939,2019,1,24,1,1,200,1
3262,255000,1,50.0,45.0,0,14,14,7,8,1,889,0,0,0,0,0,0,0,3199,2019,1,26,1,1,200,1
3306,60000,2,95.0,90.0,0,1,12,8,11,1,889,1,1,1,1,0,0,1,3221,2019,1,26,1,1,200,1
3838,430000,3,130.0,110.0,0,6,32,8,3,2,889,0,0,0,0,0,0,0,3761,2019,1,30,1,1,209,1
3952,550000,3,125.0,115.0,0,1,16,9,5,2,889,0,0,0,0,0,0,0,4011,2019,1,31,1,1,200,1
3969,395000,3,130.0,120.0,0,6,14,7,3,1,889,0,0,0,0,0,0,0,4061,2019,1,31,1,1,595,1
4089,299000,2,100.0,90.0,0,6,15,7,3,1,889,0,0,0,0,0,0,0,4149,2019,2,1,1,1,399,1
4107,305000,2,100.0,90.0,0,1,1,6,9,1,889,0,1,1,0,1,0,0,4158,2019,2,1,1,1,200,1
4489,875000,3,137.0,120.0,0,14,17,9,3,2,889,1,0,0,1,0,0,1,4433,2019,2,4,1,1,313,1
4557,350000,3,130.0,115.0,0,4,12,8,8,1,889,0,0,0,0,0,0,0,4610,2019,2,5,1,1,200,1
