Unnamed: 0,guncelfiyat,odasayisi,brutm2,netm2,emlaktipi,binayasi,bulundugukat,binadakikatsayisi,isitmatipi,banyosayisi,manzara,otopark,interkom,depremyonetmeligineuygun,asansor,cocukoyunalani,giyinmeodasi,ebeveynbanyosu,Ilan_ID,yil,ay,gun,il,ilce,mahalle,salonsayisi
6,695000,2,123.0,101.0,0,1,1,4,7,1,889,5,1,1,0,1,0,0,5,2019,1,1,1,14,390,1
7,290000,3,135.0,125.0,0,4,12,8,9,1,889,0,0,0,0,0,0,0,4,2019,1,1,1,10,253,1
8,349000,3,130.0,115.0,0,5,12,6,9,1,889,0,0,0,0,0,0,0,3,2019,1,1,1,18,611,1
9,285000,1,67.0,42.0,2,0,0,0,0,1,889,0,0,0,0,0,0,0,2,2019,1,1,1,29,161,1
10,210000,3,130.0,115.0,0,0,15,10,9,2,889,1,1,0,1,1,0,0,6,2019,1,1,1,23,495,1
16,140000,1,70.0,69.0,0,1,12,7,16,1,889,0,0,0,0,0,0,0,100,2019,1,2,1,11,223,1
18,180000,3,120.0,119.0,0,3,12,7,16,1,889,0,0,0,1,0,0,0,102,2019,1,2,1,5,185,1
19,320000,3,120.0,119.0,0,1,15,7,9,1,889,0,0,0,1,0,0,0,103,2019,1,2,1,5,353,1
20,350000,5,270.0,269.0,0,1,14,6,12,2,889,0,0,0,0,0,0,0,104,2019,1,2,1,5,353,1
23,850000,3,200.0,120.0,5,14,30,4,7,2,889,1,0,0,0,0,0,0,101,2019,1,2,1,31,436,1
24,275000,3,125.0,115.0,0,2,1,10,9,2,889,0,1,0,1,1,0,1,93,2019,1,2,1,2,399,1
25,320000,4,250.0,230.0,2,10,1,4,0,2,889,0,0,0,0,0,0,0,87,2019,1,2,1,5,468,2
27,170000,2,87.0,75.0,0,1,14,6,9,1,889,0,0,0,0,0,0,0,90,2019,1,2,1,10,253,1
29,900,2,85.0,80.0,0,1,32,6,9,1,889,0,0,1,0,0,0,0,88,2019,1,2,1,22,305,1
37,235000,2,90.0,80.0,0,1,14,8,9,1,889,0,0,1,1,1,0,1,80,2019,1,2,1,18,611,1
39,245000,3,155.0,140.0,0,4,18,12,9,1,889,6,0,0,1,0,0,0,78,2019,1,2,1,32,85,1
40,1200000,3,500.0,300.0,5,4,1,4,0,2,889,0,0,0,0,0,0,0,92,2019,1,2,1,11,275,1
41,5000000,4,653.0,350.0,5,1,0,4,11,5,889,0,0,0,0,0,0,0,108,2019,1,2,1,31,134,1
42,350000,2,90.0,85.0,0,2,14,6,9,1,889,0,0,0,0,0,0,0,113,2019,1,2,1,22,291,1
45,650000,5,275.0,274.0,2,4,0,1,16,1,889,0,0,0,0,0,0,0,139,2019,1,2,1,5,185,1
47,420000,2,98.0,87.0,0,1,14,11,15,2,889,6,1,0,1,0,0,1,137,2019,1,2,1,10,214,1
49,185000,2,100.0,80.0,0,1,12,6,12,1,889,0,0,0,0,0,0,0,135,2019,1,2,1,32,85,1
55,630000,3,145.0,140.0,0,1,14,7,9,2,889,0,0,0,0,0,0,0,129,2019,1,2,1,13,217,1
57,580000,3,140.0,130.0,0,14,1,3,9,2,889,0,0,1,1,1,0,1,127,2019,1,2,1,18,611,1
60,425000,3,120.0,110.0,0,6,12,10,9,1,889,0,0,0,0,0,0,0,123,2019,1,2,1,13,220,1
63,425000,2,115.0,110.0,0,1,33,7,9,1,889,0,0,0,0,0,0,0,120,2019,1,2,1,13,217,1
65,650000,3,145.0,140.0,7,1,30,6,8,2,889,0,0,0,0,0,1,1,118,2019,1,2,1,22,604,1
68,665000,2,150.0,140.0,0,13,15,10,9,1,889,0,1,1,1,1,1,1,115,2019,1,2,1,18,611,1
69,1300000,4,260.0,240.0,0,0,0,0,0,2,889,0,0,0,0,0,0,0,114,2019,1,2,1,32,63,1
70,395000,3,135.0,127.0,0,2,15,10,12,2,889,5,1,1,1,1,0,1,77,2019,1,2,1,32,627,1
72,295000,3,135.0,125.0,4,1,34,8,9,3,889,0,1,0,1,0,0,1,111,2019,1,2,1,32,531,1
73,400000,2,100.0,90.0,0,1,15,8,9,2,889,0,0,1,1,1,0,1,109,2019,1,2,1,18,144,1
77,520000,3,135.0,125.0,0,1,15,8,9,2,889,0,0,1,1,1,0,1,40,2019,1,2,1,18,144,1
80,790000,4,180.0,165.0,5,1,21,4,15,3,889,0,0,0,0,0,0,1,37,2019,1,2,1,30,564,1
82,290000,3,117.0,90.0,0,1,1,9,9,2,889,0,0,0,0,0,0,0,35,2019,1,2,1,32,60,1
83,310000,2,85.0,75.0,0,13,1,8,9,1,889,0,0,1,1,1,0,1,34,2019,1,2,1,18,144,1
86,690000,1,80.0,70.0,0,1,13,5,11,1,889,0,0,0,0,0,0,0,31,2019,1,2,1,9,89,1
89,180000,3,140.0,135.0,0,11,28,11,13,1,889,1,1,1,1,1,0,0,28,2019,1,2,1,29,209,1
91,780000,3,138.0,125.0,0,1,12,8,3,2,889,0,0,0,0,0,0,0,26,2019,1,2,1,1,595,1
94,1275000,5,205.0,200.0,5,2,30,4,7,3,889,0,0,0,0,0,0,0,23,2019,1,2,1,31,38,1
96,900000,2,135.0,115.0,5,14,0,4,0,2,889,0,0,0,0,0,0,0,21,2019,1,2,1,31,272,1
97,1000000,4,240.0,200.0,0,1,16,8,9,3,889,6,1,1,1,1,0,1,20,2019,1,2,1,18,81,1
101,155000,2,85.0,80.0,0,0,0,0,0,1,889,0,0,0,0,0,0,0,15,2019,1,2,1,29,209,1
102,395000,3,107.0,106.0,2,3,26,7,0,1,889,0,0,0,0,0,0,0,14,2019,1,2,1,32,332,1
103,345000,2,100.0,90.0,0,5,16,8,9,1,889,6,1,1,1,1,0,0,13,2019,1,2,1,18,395,1
105,450000,3,135.0,125.0,0,11,32,7,3,1,889,0,0,0,0,0,0,0,75,2019,1,2,1,1,471,1
106,1150000,4,220.0,175.0,0,1,16,8,9,3,889,2,1,1,1,1,1,1,41,2019,1,2,1,18,30,1
118,650000,3,175.0,145.0,0,14,16,12,12,2,889,6,0,1,0,0,0,1,65,2019,1,2,1,18,569,1
121,224000,2,90.0,85.0,0,1,32,6,9,1,889,5,1,1,0,0,0,0,62,2019,1,2,1,18,611,1
126,225000,3,139.0,110.0,5,13,26,1,14,1,889,0,0,0,0,0,0,0,48,2019,1,2,1,23,303,1
128,900000,3,214.0,138.0,0,2,17,10,12,2,889,6,1,0,1,0,1,1,47,2019,1,2,1,32,63,1
130,350000,2,135.0,125.0,2,1,24,1,8,1,889,0,0,0,0,0,0,0,45,2019,1,2,1,26,473,1
131,275000,2,85.0,80.0,0,14,17,10,12,1,889,1,1,0,1,0,0,0,50,2019,1,2,1,9,373,1
133,790000,2,92.0,76.0,0,5,14,3,12,1,889,6,1,0,1,0,0,0,46,2019,1,2,1,18,358,1
134,200000,1,65.0,45.0,0,1,12,7,9,1,889,6,1,1,1,0,0,0,52,2019,1,2,1,9,166,1
135,400000,3,125.0,115.0,0,13,14,8,8,1,889,0,0,0,0,0,0,0,53,2019,1,2,1,20,310,1
140,24000,1,21.0,20.0,0,0,0,0,0,1,889,0,0,0,0,0,0,0,285,2019,1,3,1,9,177,0
141,17000,1,21.0,20.0,0,0,0,0,0,0,889,0,0,0,0,0,0,0,284,2019,1,3,1,9,177,1
144,365000,2,100.0,90.0,0,4,1,7,12,1,889,0,0,0,0,0,0,0,280,2019,1,3,1,13,452,1
147,250000,1,65.0,58.0,0,1,32,7,9,1,889,0,0,0,0,0,0,0,278,2019,1,3,1,13,274,1
148,215000,3,115.0,110.0,0,0,0,0,0,1,889,0,1,0,1,1,0,0,286,2019,1,3,1,5,206,1
149,17000,1,21.0,20.0,0,0,0,0,0,1,889,0,0,0,0,0,0,0,281,2019,1,3,1,19,12,1
152,1500000,3,125.0,115.0,5,14,0,4,7,2,889,0,0,0,0,0,0,0,288,2019,1,3,1,31,54,1
153,38000,2,42.0,40.0,0,0,0,0,0,1,889,0,0,0,0,0,0,0,289,2019,1,3,1,9,177,1
155,225000,2,95.0,85.0,0,5,12,7,9,1,889,0,0,0,0,0,0,0,291,2019,1,3,1,16,111,1
158,430000,2,90.0,80.0,0,1,32,8,9,2,889,6,1,1,1,0,0,1,295,2019,1,3,1,18,515,1
163,260000,2,80.0,75.0,0,1,16,10,5,1,889,0,1,0,1,1,0,0,287,2019,1,3,1,10,522,1
177,695000,3,130.0,120.0,5,4,30,4,16,1,889,0,0,0,0,0,0,0,259,2019,1,3,1,26,270,1
178,350000,1,86.0,61.0,0,1,1,10,12,1,889,1,0,0,1,0,0,0,260,2019,1,3,1,32,531,1
179,425000,3,170.0,160.0,0,14,16,8,9,2,889,0,0,0,1,0,0,1,262,2019,1,3,1,22,291,1
180,160000,3,145.0,135.0,0,6,15,7,11,1,889,0,0,0,0,0,0,0,263,2019,1,3,1,5,481,1
182,280000,2,110.0,100.0,0,1,32,0,9,1,889,0,0,0,0,0,0,0,265,2019,1,3,1,22,291,1
183,580000,5,300.0,150.0,0,2,30,6,8,2,889,6,0,0,0,0,0,0,266,2019,1,3,1,11,439,1
184,339000,2,135.0,121.0,0,1,16,8,9,1,889,6,1,0,1,0,0,0,267,2019,1,3,1,16,503,1
185,650000,2,100.0,90.0,0,1,16,8,9,2,889,1,1,1,1,1,0,1,268,2019,1,3,1,18,395,1
187,160000,1,55.0,50.0,0,1,12,4,9,1,889,0,0,0,0,0,0,0,270,2019,1,3,1,10,323,1
188,800000,5,250.0,225.0,5,8,25,6,0,3,889,0,0,0,0,0,0,0,271,2019,1,3,1,30,527,1
189,1225000,3,125.0,115.0,5,14,0,4,7,2,889,0,0,0,0,0,0,0,272,2019,1,3,1,31,54,1
199,370000,2,105.0,95.0,0,1,14,8,9,1,889,6,1,1,1,0,0,1,338,2019,1,3,1,18,138,1
201,950000,4,150.0,145.0,5,1,30,4,8,2,889,0,0,0,0,0,1,0,340,2019,1,3,1,22,604,1
204,450000,3,113.0,100.0,0,10,12,8,9,1,889,5,0,0,0,0,0,0,343,2019,1,3,1,18,163,1
206,470000,4,165.0,155.0,0,1,16,8,9,2,889,6,1,0,1,0,1,1,345,2019,1,3,1,18,227,1
207,150000,2,110.0,95.0,0,14,17,10,14,1,889,0,0,0,1,1,0,0,346,2019,1,3,1,29,479,1
208,775000,3,165.0,145.0,5,4,30,4,8,2,889,5,0,0,0,0,0,0,347,2019,1,3,1,31,271,1
209,350000,1,55.0,50.0,0,1,32,8,9,1,889,6,1,1,1,1,0,0,348,2019,1,3,1,18,515,1
210,345000,2,105.0,95.0,0,6,14,7,9,1,889,0,0,0,0,0,0,0,349,2019,1,3,1,24,590,1
211,450000,4,220.0,190.0,0,1,34,6,5,2,889,0,0,0,0,0,0,0,350,2019,1,3,1,18,641,1
212,425000,3,131.0,121.0,0,4,12,7,8,1,889,0,0,0,0,0,1,0,351,2019,1,3,1,24,536,1
213,325000,2,100.0,92.0,0,4,21,7,9,1,889,1,0,0,1,0,0,0,352,2019,1,3,1,24,268,1
215,350000,2,90.0,80.0,0,1,14,8,9,1,889,6,1,1,1,0,0,0,354,2019,1,3,1,18,138,1
218,185000,3,140.0,120.0,0,4,15,7,9,1,889,1,0,0,0,0,0,0,330,2019,1,3,1,28,269,1
223,210000,2,115.0,100.0,0,1,14,6,9,1,889,0,1,1,1,1,0,0,306,2019,1,3,1,29,479,1
227,1050000,4,240.0,220.0,5,14,30,6,10,3,889,0,0,0,0,0,0,0,310,2019,1,3,1,30,77,1
228,162000,3,140.0,135.0,0,14,12,6,14,1,889,0,1,0,0,0,0,0,311,2019,1,3,1,29,209,1
229,385000,3,130.0,128.0,0,0,0,0,0,2,889,0,0,0,0,0,0,0,312,2019,1,3,1,18,641,1
